#    L    TT             EE             BB             TE          
   337   0.255132E+04   0.140996E+02   0.223156E-04   0.958333E+02
   338   0.252474E+04   0.142550E+02   0.221216E-04   0.949296E+02
   339   0.249850E+04   0.144107E+02   0.219333E-04   0.939916E+02
   340   0.247244E+04   0.145644E+02   0.217509E-04   0.930341E+02
   341   0.244658E+04   0.147161E+02   0.215746E-04   0.920347E+02
   342   0.242104E+04   0.148680E+02   0.214046E-04   0.910084E+02
   343   0.239577E+04   0.150171E+02   0.212410E-04   0.899551E+02
   344   0.237083E+04   0.151650E+02   0.210840E-04   0.888747E+02
   345   0.234608E+04   0.153110E+02   0.209337E-04   0.877672E+02
   346   0.232166E+04   0.154564E+02   0.207904E-04   0.866400E+02
   347   0.229749E+04   0.155992E+02   0.206541E-04   0.854782E+02
   348   0.227365E+04   0.157400E+02   0.205251E-04   0.842891E+02
   349   0.225007E+04   0.158795E+02   0.204035E-04   0.830729E+02
   350   0.222682E+04   0.160164E+02   0.202896E-04   0.818367E+02
   351   0.220404E+04   0.161522E+02   0.201833E-04   0.805733E+02
   352   0.218136E+04   0.162860E+02   0.200845E-04   0.792824E+02
   353   0.215909E+04   0.164171E+02   0.199931E-04   0.779789E+02
   354   0.213707E+04   0.165463E+02   0.199088E-04   0.766404E+02
   355   0.211545E+04   0.166736E+02   0.198314E-04   0.752816E+02
   356   0.209416E+04   0.167990E+02   0.197606E-04   0.739099E+02
   357   0.207319E+04   0.169217E+02   0.196963E-04   0.725104E+02
   358   0.205263E+04   0.170410E+02   0.196382E-04   0.710978E+02
   359   0.203232E+04   0.171585E+02   0.195862E-04   0.696571E+02
   360   0.201241E+04   0.172740E+02   0.195400E-04   0.681995E+02
   361   0.199283E+04   0.173869E+02   0.194993E-04   0.667204E+02
   362   0.197366E+04   0.174971E+02   0.194641E-04   0.652227E+02
   363   0.195481E+04   0.176055E+02   0.194339E-04   0.637084E+02
   364   0.193636E+04   0.177097E+02   0.194087E-04   0.621739E+02
   365   0.191824E+04   0.178121E+02   0.193883E-04   0.606249E+02
   366   0.190053E+04   0.179118E+02   0.193723E-04   0.590585E+02
   367   0.188322E+04   0.180074E+02   0.193606E-04   0.574767E+02
   368   0.186616E+04   0.181012E+02   0.193530E-04   0.558809E+02
   369   0.184965E+04   0.181923E+02   0.193493E-04   0.542689E+02
   370   0.183348E+04   0.182801E+02   0.193492E-04   0.526457E+02
   371   0.181763E+04   0.183645E+02   0.193525E-04   0.510075E+02
   372   0.180218E+04   0.184464E+02   0.193589E-04   0.493588E+02
   373   0.178714E+04   0.185248E+02   0.193684E-04   0.476964E+02
