#    L    TT             EE             BB             TE          
   263   0.694332E+04   0.480105E+01   0.329490E-02   0.112159E+03
   264   0.691104E+04   0.494980E+01   0.328664E-02   0.114068E+03
   265   0.687807E+04   0.510144E+01   0.327758E-02   0.115942E+03
   266   0.684465E+04   0.525617E+01   0.326773E-02   0.117802E+03
   267   0.681056E+04   0.541363E+01   0.325713E-02   0.119626E+03
   268   0.677594E+04   0.557417E+01   0.324579E-02   0.121429E+03
   269   0.674066E+04   0.573749E+01   0.323374E-02   0.123202E+03
   270   0.670500E+04   0.590367E+01   0.322098E-02   0.124947E+03
   271   0.666877E+04   0.607261E+01   0.320756E-02   0.126661E+03
   272   0.663217E+04   0.624462E+01   0.319347E-02   0.128339E+03
   273   0.659500E+04   0.641908E+01   0.317876E-02   0.129994E+03
   274   0.655740E+04   0.659659E+01   0.316343E-02   0.131604E+03
   275   0.651930E+04   0.677662E+01   0.314751E-02   0.133191E+03
   276   0.648086E+04   0.695939E+01   0.313103E-02   0.134733E+03
   277   0.644186E+04   0.714489E+01   0.311399E-02   0.136251E+03
   278   0.640251E+04   0.733303E+01   0.309642E-02   0.137724E+03
   279   0.636277E+04   0.752375E+01   0.307835E-02   0.139158E+03
   280   0.632261E+04   0.771702E+01   0.305979E-02   0.140568E+03
   281   0.628221E+04   0.791293E+01   0.304077E-02   0.141931E+03
   282   0.624126E+04   0.811116E+01   0.302130E-02   0.143255E+03
   283   0.620006E+04   0.831193E+01   0.300141E-02   0.144540E+03
   284   0.615856E+04   0.851516E+01   0.298111E-02   0.145785E+03
   285   0.611674E+04   0.872084E+01   0.296044E-02   0.146990E+03
   286   0.607454E+04   0.892883E+01   0.293940E-02   0.148148E+03
   287   0.603203E+04   0.913910E+01   0.291802E-02   0.149273E+03
   288   0.598930E+04   0.935166E+01   0.289633E-02   0.150350E+03
   289   0.594627E+04   0.956643E+01   0.287434E-02   0.151386E+03
   290   0.590303E+04   0.978324E+01   0.285207E-02   0.152381E+03
   291   0.585956E+04   0.100028E+02   0.282954E-02   0.153320E+03
   292   0.581560E+04   0.102241E+02   0.280679E-02   0.154225E+03
   293   0.577172E+04   0.104467E+02   0.278381E-02   0.155074E+03
